,text,CaseFolding,TextClean,Tokenizing,Normalization,Stopwords
343,"@maribelajar_id  hi kak mau bertanya lg, kmrn saya tidak bisa mengisi angka 0 pada kolom no hp PIC kampus di form maribelajar utk pengumpulan sptjm dan surat rekomendasi, skrg saya cb lg ttp tdk bs, itu gpp ya kak tanpa angka 0? terimakasih.","@maribelajar_id  hi kak mau bertanya lg, kmrn saya tidak bisa mengisi angka 0 pada kolom no hp pic kampus di form maribelajar utk pengumpulan sptjm dan surat rekomendasi, skrg saya cb lg ttp tdk bs, itu gpp ya kak tanpa angka 0? terimakasih.",hi kak mau bertanya lg kmrn saya tidak bisa mengisi angka pada kolom no hp pic kampus di form maribelajar utk pengumpulan sptjm dan surat rekomendasi skrg saya cb lg ttp tdk bs itu gpp ya kak tanpa angka terimakasih,"['hi', 'kak', 'mau', 'bertanya', 'lg', 'kmrn', 'saya', 'tidak', 'bisa', 'mengisi', 'angka', 'pada', 'kolom', 'no', 'hp', 'pic', 'kampus', 'di', 'form', 'maribelajar', 'utk', 'pengumpulan', 'sptjm', 'dan', 'surat', 'rekomendasi', 'skrg', 'saya', 'cb', 'lg', 'ttp', 'tdk', 'bs', 'itu', 'gpp', 'ya', 'kak', 'tanpa', 'angka', 'terimakasih']","['hi', 'kakak', 'mau', 'bertanya', 'lagi', 'kemarin', 'saya', 'tidak', 'bisa', 'mengisi', 'angka', 'pada', 'kolom', 'no', 'hp', 'pic', 'kampus', 'di', 'form', 'maribelajar', 'utk', 'pengumpulan', 'sptjm', 'dan', 'surat', 'rekomendasi', 'sekarang', 'saya', 'coba', 'lagi', 'tetap', 'tdk', 'bisa', 'itu', 'boleh', 'ya', 'kakak', 'tanpa', 'angka', 'terimakasih']","['hi', 'kakak', 'kemarin', 'mengisi', 'angka', 'kolom', 'no', 'hp', 'pic', 'kampus', 'form', 'maribelajar', 'pengumpulan', 'sptjm', 'surat', 'rekomendasi', 'coba', 'kakak', 'angka', 'terimakasih']"
344,"@bdindaaaa oh iya kak, terima kasih banyak yaa kak untuk jawabannya. Sangat bermanfaat🙏 sukses selalu, kak✨","@bdindaaaa oh iya kak, terima kasih banyak yaa kak untuk jawabannya. sangat bermanfaat🙏 sukses selalu, kak✨",oh iya kak terima kasih banyak yaa kak untuk jawabannya sangat bermanfaat sukses selalu kak,"['oh', 'iya', 'kak', 'terima', 'kasih', 'banyak', 'yaa', 'kak', 'untuk', 'jawabannya', 'sangat', 'bermanfaat', 'sukses', 'selalu', 'kak']","['oh', 'iya', 'kakak', 'terima', 'kasih', 'banyak', 'iya', 'kakak', 'untuk', 'jawabannya', 'sangat', 'bermanfaat', 'sukses', 'selalu', 'kakak']","['oh', 'iya', 'kakak', 'terima', 'kasih', 'iya', 'kakak', 'jawabannya', 'bermanfaat', 'sukses', 'kakak']"
345,"Kalo udah dinyatakan lolos maribelajar di web kampus merdeka, itu ga akan ada seleksi lagi kan?","kalo udah dinyatakan lolos maribelajar di web kampus merdeka, itu ga akan ada seleksi lagi kan?",kalo udah dinyatakan lolos maribelajar di web kampus merdeka itu ga akan ada seleksi lagi kan,"['kalo', 'udah', 'dinyatakan', 'lolos', 'maribelajar', 'di', 'web', 'kampus', 'merdeka', 'itu', 'ga', 'akan', 'ada', 'seleksi', 'lagi', 'kan']","['kalo', 'sudah', 'dinyatakan', 'lolos', 'maribelajar', 'di', 'web', 'kampus', 'merdeka', 'itu', 'tidak', 'akan', 'ada', 'seleksi', 'lagi', 'kan']","['dinyatakan', 'lolos', 'maribelajar', 'web', 'kampus', 'merdeka', 'seleksi']"
346,"halo min izin bertanya, untuk pengumuman setelah pre-test kapan, ya? apakah nanti ada email lebih lanjut untuk pengumuman lolos/tidaknya? Terima kasih","halo min izin bertanya, untuk pengumuman setelah pre-test kapan, ya? apakah nanti ada email lebih lanjut untuk pengumuman lolos/tidaknya? terima kasih",halo min izin bertanya untuk pengumuman setelah pretest kapan ya apakah nanti ada email lebih lanjut untuk pengumuman lolostidaknya terima kasih,"['halo', 'min', 'izin', 'bertanya', 'untuk', 'pengumuman', 'setelah', 'pretest', 'kapan', 'ya', 'apakah', 'nanti', 'ada', 'email', 'lebih', 'lanjut', 'untuk', 'pengumuman', 'lolostidaknya', 'terima', 'kasih']","['halo', 'min', 'izin', 'bertanya', 'untuk', 'pengumuman', 'setelah', 'pretest', 'kapan', 'ya', 'apakah', 'nanti', 'ada', 'email', 'lebih', 'lanjut', 'untuk', 'pengumuman', 'lolostidaknya', 'terima', 'kasih']","['halo', 'min', 'izin', 'pengumuman', 'pretest', 'email', 'pengumuman', 'lolostidaknya', 'terima', 'kasih']"
347,"@just.ninn halo kakk, boleh tau surat rekomendasi yg diminta itu formatnya gimana ya? saya juga udah dapet email permintaan surkom, cuma ngga ngerti apa bedanya dg surkom pas daftar 😂","@just.ninn halo kakk, boleh tau surat rekomendasi yg diminta itu formatnya gimana ya? saya juga udah dapet email permintaan surkom, cuma ngga ngerti apa bedanya dg surkom pas daftar 😂",halo kakk boleh tau surat rekomendasi yg diminta itu formatnya gimana ya saya juga udah dapet email permintaan surkom cuma ngga ngerti apa bedanya dg surkom pas daftar,"['halo', 'kakk', 'boleh', 'tau', 'surat', 'rekomendasi', 'yg', 'diminta', 'itu', 'formatnya', 'gimana', 'ya', 'saya', 'juga', 'udah', 'dapet', 'email', 'permintaan', 'surkom', 'cuma', 'ngga', 'ngerti', 'apa', 'bedanya', 'dg', 'surkom', 'pas', 'daftar']","['halo', 'kakak', 'boleh', 'tau', 'surat', 'rekomendasi', 'yang', 'diminta', 'itu', 'formatnya', 'bagaimana', 'ya', 'saya', 'juga', 'sudah', 'dapat', 'email', 'permintaan', 'surkom', 'cuma', 'tidak', 'paham', 'apa', 'bedanya', 'dg', 'surkom', 'saat', 'daftar']","['halo', 'kakak', 'surat', 'rekomendasi', 'formatnya', 'email', 'permintaan', 'surkom', 'paham', 'bedanya', 'surkom', 'daftar']"
348,"@trsiurrse Saya belum menyertakan surkom saat pendaftaran, baru mau upload setelah lolos.😅 Untuk formatnya saya dari kampus, mungkin sama aja Kak","@trsiurrse saya belum menyertakan surkom saat pendaftaran, baru mau upload setelah lolos.😅 untuk formatnya saya dari kampus, mungkin sama aja kak",saya belum menyertakan surkom saat pendaftaran baru mau upload setelah lolos untuk formatnya saya dari kampus mungkin sama aja kak,"['saya', 'belum', 'menyertakan', 'surkom', 'saat', 'pendaftaran', 'baru', 'mau', 'upload', 'setelah', 'lolos', 'untuk', 'formatnya', 'saya', 'dari', 'kampus', 'mungkin', 'sama', 'aja', 'kak']","['saya', 'belum', 'menyertakan', 'surkom', 'saat', 'pendaftaran', 'baru', 'mau', 'unggah', 'setelah', 'lolos', 'untuk', 'formatnya', 'saya', 'dari', 'kampus', 'mungkin', 'sama', 'aja', 'kakak']","['menyertakan', 'surkom', 'pendaftaran', 'unggah', 'lolos', 'formatnya', 'kampus', 'kakak']"
349,@jeslwln kakak sudah pengumuman ya?,@jeslwln kakak sudah pengumuman ya?,kakak sudah pengumuman ya,"['kakak', 'sudah', 'pengumuman', 'ya']","['kakak', 'sudah', 'pengumuman', 'ya']","['kakak', 'pengumuman']"
350,@just.ninn oh okeokeee makasih kak,@just.ninn oh okeokeee makasih kak,oh okeokeee makasih kak,"['oh', 'okeokeee', 'makasih', 'kak']","['oh', 'okeokeee', 'terimakasih', 'kakak']","['oh', 'okeokeee', 'terimakasih', 'kakak']"
351,Min @maribelajar_id kenapa ya saya sudah pretes mulai tanggal 21 Januari kemarin tapi Sampai sekarang belum ada info lulus atau tidak nya hasil pretes saya min 😢😢,min @maribelajar_id kenapa ya saya sudah pretes mulai tanggal 21 januari kemarin tapi sampai sekarang belum ada info lulus atau tidak nya hasil pretes saya min 😢😢,min kenapa ya saya sudah pretes mulai tanggal januari kemarin tapi sampai sekarang belum ada info lulus atau tidak nya hasil pretes saya min,"['min', 'kenapa', 'ya', 'saya', 'sudah', 'pretes', 'mulai', 'tanggal', 'januari', 'kemarin', 'tapi', 'sampai', 'sekarang', 'belum', 'ada', 'info', 'lulus', 'atau', 'tidak', 'nya', 'hasil', 'pretes', 'saya', 'min']","['min', 'kenapa', 'ya', 'saya', 'sudah', 'pretes', 'mulai', 'tanggal', 'januari', 'kemarin', 'tapi', 'sampai', 'sekarang', 'belum', 'ada', 'info', 'lulus', 'atau', 'tidak', 'nya', 'hasil', 'pretes', 'saya', 'min']","['min', 'pretes', 'tanggal', 'januari', 'kemarin', 'info', 'lulus', 'hasil', 'pretes', 'min']"
352,Padahal yang lain cepet bangett dapat infonya hmm😢😢,padahal yang lain cepet bangett dapat infonya hmm😢😢,padahal yang lain cepet bangett dapat infonya hmm,"['padahal', 'yang', 'lain', 'cepet', 'bangett', 'dapat', 'infonya', 'hmm']","['padahal', 'yang', 'lain', 'cepat', 'banget', 'dapat', 'infonya', 'hmm']","['cepat', 'banget', 'infonya', 'hmm']"
353,@pintarmt_ kk nya belum dpt email juga?,@pintarmt_ kk nya belum dpt email juga?,kk nya belum dpt email juga,"['kk', 'nya', 'belum', 'dpt', 'email', 'juga']","['kakak', 'nya', 'belum', 'dapat', 'email', 'juga']","['kakak', 'email']"
354,@dimassamid.99 blm kak 🥺,@dimassamid.99 blm kak 🥺,blm kak,"['blm', 'kak']","['belum', 'kakak']",['kakak']
355,@dimassamid.99 kakak udah  dapat email pengumuman hasil pretes  ya?,@dimassamid.99 kakak udah  dapat email pengumuman hasil pretes  ya?,kakak udah dapat email pengumuman hasil pretes ya,"['kakak', 'udah', 'dapat', 'email', 'pengumuman', 'hasil', 'pretes', 'ya']","['kakak', 'sudah', 'dapat', 'email', 'pengumuman', 'hasil', 'pretes', 'ya']","['kakak', 'email', 'pengumuman', 'hasil', 'pretes']"
356,@pintarmt_ belom jugaa,@pintarmt_ belom jugaa,belom jugaa,"['belom', 'jugaa']","['belum', 'jugaa']",['jugaa']
357,@dimassamid.99 Kaka kapan pre test nya? Tanggal 21 juga kah?,@dimassamid.99 kaka kapan pre test nya? tanggal 21 juga kah?,kaka kapan pre test nya tanggal juga kah,"['kaka', 'kapan', 'pre', 'test', 'nya', 'tanggal', 'juga', 'kah']","['kakak', 'kapan', 'pre', 'test', 'nya', 'tanggal', 'juga', 'kah']","['kakak', 'pre', 'test', 'tanggal', 'kah']"
358,@frdwardah btw udh ada tapi unofficial gt ka,@frdwardah btw udh ada tapi unofficial gt ka,btw udh ada tapi unofficial gt ka,"['btw', 'udh', 'ada', 'tapi', 'unofficial', 'gt', 'ka']","['btw', 'sudah', 'ada', 'tapi', 'unofficial', 'begitu', 'kakak']","['btw', 'unofficial', 'kakak']"
359,@rizkanamira aku boleh join ga 😢,@rizkanamira aku boleh join ga 😢,aku boleh join ga,"['aku', 'boleh', 'join', 'ga']","['aku', 'boleh', 'gabung', 'tidak']",['gabung']
360,@rizkanamira dimana tuh kak? Mau dong boleh dm ya?,@rizkanamira dimana tuh kak? mau dong boleh dm ya?,dimana tuh kak mau dong boleh dm ya,"['dimana', 'tuh', 'kak', 'mau', 'dong', 'boleh', 'dm', 'ya']","['dimana', 'tuh', 'kakak', 'mau', 'dong', 'boleh', 'pesan', 'ya']","['dimana', 'kakak', 'pesan']"
361,@frdwardah ayo siniii,@frdwardah ayo siniii,ayo siniii,"['ayo', 'siniii']","['ayo', 'siniii']","['ayo', 'siniii']"
362,"@thisisanilau saya daftarnya tanggal 20 kak,terus dapet email untuk pretes di tanggal 21 kak","@thisisanilau saya daftarnya tanggal 20 kak,terus dapet email untuk pretes di tanggal 21 kak",saya daftarnya tanggal kakterus dapet email untuk pretes di tanggal kak,"['saya', 'daftarnya', 'tanggal', 'kakterus', 'dapet', 'email', 'untuk', 'pretes', 'di', 'tanggal', 'kak']","['saya', 'daftarnya', 'tanggal', 'kakterus', 'dapat', 'email', 'untuk', 'pretes', 'di', 'tanggal', 'kakak']","['daftarnya', 'tanggal', 'kakterus', 'email', 'pretes', 'tanggal', 'kakak']"
363,"@thisisanilau iya ka saya kemarin dapat email pengumuman jadwal pretes tanggal 21 ,nah di tanggal itu juga saya kirim jawaban pretes nya kak. Tapi sampai sekarang pengumuman hasil pretes nya lolos atau engga","@thisisanilau iya ka saya kemarin dapat email pengumuman jadwal pretes tanggal 21 ,nah di tanggal itu juga saya kirim jawaban pretes nya kak. tapi sampai sekarang pengumuman hasil pretes nya lolos atau engga",iya ka saya kemarin dapat email pengumuman jadwal pretes tanggal nah di tanggal itu juga saya kirim jawaban pretes nya kak tapi sampai sekarang pengumuman hasil pretes nya lolos atau engga,"['iya', 'ka', 'saya', 'kemarin', 'dapat', 'email', 'pengumuman', 'jadwal', 'pretes', 'tanggal', 'nah', 'di', 'tanggal', 'itu', 'juga', 'saya', 'kirim', 'jawaban', 'pretes', 'nya', 'kak', 'tapi', 'sampai', 'sekarang', 'pengumuman', 'hasil', 'pretes', 'nya', 'lolos', 'atau', 'engga']","['iya', 'kakak', 'saya', 'kemarin', 'dapat', 'email', 'pengumuman', 'jadwal', 'pretes', 'tanggal', 'nah', 'di', 'tanggal', 'itu', 'juga', 'saya', 'kirim', 'jawaban', 'pretes', 'nya', 'kakak', 'tapi', 'sampai', 'sekarang', 'pengumuman', 'hasil', 'pretes', 'nya', 'lolos', 'atau', 'tidak']","['iya', 'kakak', 'kemarin', 'email', 'pengumuman', 'jadwal', 'pretes', 'tanggal', 'tanggal', 'kirim', 'pretes', 'kakak', 'pengumuman', 'hasil', 'pretes', 'lolos']"
364,@thisisanilau Kaka daftar tanggal 12 Januari ya?,@thisisanilau kaka daftar tanggal 12 januari ya?,kaka daftar tanggal januari ya,"['kaka', 'daftar', 'tanggal', 'januari', 'ya']","['kakak', 'daftar', 'tanggal', 'januari', 'ya']","['kakak', 'daftar', 'tanggal', 'januari']"
365,@thisisanilau Aamiin ya Rabbal'alamiin,@thisisanilau aamiin ya rabbal'alamiin,aamiin ya rabbalalamiin,"['aamiin', 'ya', 'rabbalalamiin']","['amin', 'ya', 'rabbalalamiin']","['amin', 'rabbalalamiin']"
366,@thisisanilau semoga kita lolos ya kak 😁,@thisisanilau semoga kita lolos ya kak 😁,semoga kita lolos ya kak,"['semoga', 'kita', 'lolos', 'ya', 'kak']","['semoga', 'kita', 'lolos', 'ya', 'kakak']","['semoga', 'lolos', 'kakak']"
367,"@thisisanil Aamiin ,siap kaa💪✊","@thisisanil aamiin ,siap kaa💪✊",aamiin siap kaa,"['aamiin', 'siap', 'kaa']","['amin', 'siap', 'kakak']","['amin', 'kakak']"
368,Jadwal untuk pembelajarannya apakah akan diberitahukan sebelum kelas d mulai kak?,jadwal untuk pembelajarannya apakah akan diberitahukan sebelum kelas d mulai kak?,jadwal untuk pembelajarannya apakah akan diberitahukan sebelum kelas  mulai kak,"['jadwal', 'untuk', 'pembelajarannya', 'apakah', 'akan', 'diberitahukan', 'sebelum', 'kelas', 'mulai', 'kak']","['jadwal', 'untuk', 'pembelajarannya', 'apakah', 'akan', 'diberitahukan', 'sebelum', 'kelas', 'mulai', 'kakak']","['jadwal', 'pembelajarannya', 'diberitahukan', 'kelas', 'kakak']"
369,"@pawestm udah ambil tawaran, tp kok gadisuruh upload surat rekomendasi, itu ada sebelah mana ya? aku cuma upload suratnya pas pendaftaran aja","@pawestm udah ambil tawaran, tp kok gadisuruh upload surat rekomendasi, itu ada sebelah mana ya? aku cuma upload suratnya pas pendaftaran aja",udah ambil tawaran tp kok gadisuruh upload surat rekomendasi itu ada sebelah mana ya aku cuma upload suratnya pas pendaftaran aja,"['udah', 'ambil', 'tawaran', 'tp', 'kok', 'gadisuruh', 'upload', 'surat', 'rekomendasi', 'itu', 'ada', 'sebelah', 'mana', 'ya', 'aku', 'cuma', 'upload', 'suratnya', 'pas', 'pendaftaran', 'aja']","['sudah', 'ambil', 'tawaran', 'tapi', 'kok', 'gadisuruh', 'unggah', 'surat', 'rekomendasi', 'itu', 'ada', 'sebelah', 'mana', 'ya', 'aku', 'cuma', 'unggah', 'suratnya', 'saat', 'pendaftaran', 'aja']","['ambil', 'tawaran', 'gadisuruh', 'unggah', 'surat', 'rekomendasi', 'sebelah', 'unggah', 'suratnya', 'pendaftaran']"
370,@rizkanamira boleh gabung dong,@rizkanamira boleh gabung dong,boleh gabung dong,"['boleh', 'gabung', 'dong']","['boleh', 'gabung', 'dong']",['gabung']
371,@ikha_sawitri dm kaa,@ikha_sawitri dm kaa,dm kaa,"['dm', 'kaa']","['pesan', 'kakak']","['pesan', 'kakak']"
372,@bilkishilmiap pas pendaftaran itu ga wajib upload,@bilkishilmiap pas pendaftaran itu ga wajib upload,pas pendaftaran itu ga wajib upload,"['pas', 'pendaftaran', 'itu', 'ga', 'wajib', 'upload']","['saat', 'pendaftaran', 'itu', 'tidak', 'wajib', 'unggah']","['pendaftaran', 'wajib', 'unggah']"
373,izin bertanya kalau konversi mata kuliah itu bisa dilakukan kalau program studi independen sudah selesai atau bisa sambil berjalan ya?,izin bertanya kalau konversi mata kuliah itu bisa dilakukan kalau program studi independen sudah selesai atau bisa sambil berjalan ya?,izin bertanya kalau konversi mata kuliah itu bisa dilakukan kalau program studi independen sudah selesai atau bisa sambil berjalan ya,"['izin', 'bertanya', 'kalau', 'konversi', 'mata', 'kuliah', 'itu', 'bisa', 'dilakukan', 'kalau', 'program', 'studi', 'independen', 'sudah', 'selesai', 'atau', 'bisa', 'sambil', 'berjalan', 'ya']","['izin', 'bertanya', 'kalau', 'konversi', 'mata', 'kuliah', 'itu', 'bisa', 'dilakukan', 'kalau', 'program', 'studi', 'independen', 'sudah', 'selesai', 'atau', 'bisa', 'sambil', 'berjalan', 'ya']","['izin', 'konversi', 'mata', 'kuliah', 'program', 'studi', 'independen', 'selesai', 'berjalan']"
374,Permisi.. Ada yang sudah lolos di mariBelajar?? Kalau sudah tolong info dong jika ada group whatsapp/telegramnya terimakasih 🙏,permisi.. ada yang sudah lolos di maribelajar?? kalau sudah tolong info dong jika ada group whatsapp/telegramnya terimakasih 🙏,permisi ada yang sudah lolos di maribelajar kalau sudah tolong info dong jika ada group whatsapptelegramnya terimakasih,"['permisi', 'ada', 'yang', 'sudah', 'lolos', 'di', 'maribelajar', 'kalau', 'sudah', 'tolong', 'info', 'dong', 'jika', 'ada', 'group', 'whatsapptelegramnya', 'terimakasih']","['permisi', 'ada', 'yang', 'sudah', 'lolos', 'di', 'maribelajar', 'kalau', 'sudah', 'tolong', 'info', 'dong', 'jika', 'ada', 'group', 'whatsapptelegramnya', 'terimakasih']","['permisi', 'lolos', 'maribelajar', 'tolong', 'info', 'group', 'whatsapptelegramnya', 'terimakasih']"
375,@esihtheamean ada grup wa nih tpi yg unoff,@esihtheamean ada grup wa nih tpi yg unoff,ada grup wa nih tpi yg unoff,"['ada', 'grup', 'wa', 'nih', 'tpi', 'yg', 'unoff']","['ada', 'kelompok', 'wa', 'nih', 'tapi', 'yang', 'unoff']","['kelompok', 'wa', 'unoff']"
376,@pintarmt_ hai kak aku juga pretes tanggal 21 januari tapi juga belum dapet email sampai sekarang,@pintarmt_ hai kak aku juga pretes tanggal 21 januari tapi juga belum dapet email sampai sekarang,hai kak aku juga pretes tanggal januari tapi juga belum dapet email sampai sekarang,"['hai', 'kak', 'aku', 'juga', 'pretes', 'tanggal', 'januari', 'tapi', 'juga', 'belum', 'dapet', 'email', 'sampai', 'sekarang']","['hai', 'kakak', 'aku', 'juga', 'pretes', 'tanggal', 'januari', 'tapi', 'juga', 'belum', 'dapat', 'email', 'sampai', 'sekarang']","['hai', 'kakak', 'pretes', 'tanggal', 'januari', 'email']"
377,@asriliap Kaka daftar di modern educator track?,@asriliap kaka daftar di modern educator track?,kaka daftar di modern educator track,"['kaka', 'daftar', 'di', 'modern', 'educator', 'track']","['kakak', 'daftar', 'di', 'modern', 'educator', 'track']","['kakak', 'daftar', 'modern', 'educator', 'track']"
378,@ynhhdh saya boleh masuk nggak kak? Kalau boleh saya DM🙏,@ynhhdh saya boleh masuk nggak kak? kalau boleh saya dm🙏,saya boleh masuk nggak kak kalau boleh saya dm,"['saya', 'boleh', 'masuk', 'nggak', 'kak', 'kalau', 'boleh', 'saya', 'dm']","['saya', 'boleh', 'masuk', 'tidak', 'kakak', 'kalau', 'boleh', 'saya', 'pesan']","['masuk', 'kakak', 'pesan']"
379,@pintarmt_ iya kak,@pintarmt_ iya kak,iya kak,"['iya', 'kak']","['iya', 'kakak']","['iya', 'kakak']"
380,Hai temen temen mau tanya yang test tanggal 21 januari adakah yang sudah dapat pengumuman lulus ??,hai temen temen mau tanya yang test tanggal 21 januari adakah yang sudah dapat pengumuman lulus ??,hai temen temen mau tanya yang test tanggal januari adakah yang sudah dapat pengumuman lulus,"['hai', 'temen', 'temen', 'mau', 'tanya', 'yang', 'test', 'tanggal', 'januari', 'adakah', 'yang', 'sudah', 'dapat', 'pengumuman', 'lulus']","['hai', 'teman', 'teman', 'mau', 'tanya', 'yang', 'test', 'tanggal', 'januari', 'adakah', 'yang', 'sudah', 'dapat', 'pengumuman', 'lulus']","['hai', 'teman', 'teman', 'test', 'tanggal', 'januari', 'adakah', 'pengumuman', 'lulus']"
381,@maribelajar_id apakah ini sore kak?,@maribelajar_id apakah ini sore kak?,apakah ini sore kak,"['apakah', 'ini', 'sore', 'kak']","['apakah', 'ini', 'sore', 'kakak']","['sore', 'kakak']"
382,"@rizkanamira halo kak, maaf jbjb. Boleh ikut gabung grup wa nya kak?","@rizkanamira halo kak, maaf jbjb. boleh ikut gabung grup wa nya kak?",halo kak maaf jbjb boleh ikut gabung grup wa nya kak,"['halo', 'kak', 'maaf', 'jbjb', 'boleh', 'ikut', 'gabung', 'grup', 'wa', 'nya', 'kak']","['halo', 'kakak', 'maaf', 'jbjb', 'boleh', 'ikut', 'gabung', 'kelompok', 'wa', 'nya', 'kakak']","['halo', 'kakak', 'maaf', 'jbjb', 'gabung', 'kelompok', 'wa', 'kakak']"
383,@al.viiinisn dm ya kak,@al.viiinisn dm ya kak,dm ya kak,"['dm', 'ya', 'kak']","['pesan', 'ya', 'kakak']","['pesan', 'kakak']"
384,@frdwardah aku mau gabung bisa ga ka,@frdwardah aku mau gabung bisa ga ka,aku mau gabung bisa ga ka,"['aku', 'mau', 'gabung', 'bisa', 'ga', 'ka']","['aku', 'mau', 'gabung', 'bisa', 'tidak', 'kakak']","['gabung', 'kakak']"
385,@ynhhdh saya boleh ikut masuk ka?🙏🏻,@ynhhdh saya boleh ikut masuk ka?🙏🏻,saya boleh ikut masuk ka,"['saya', 'boleh', 'ikut', 'masuk', 'ka']","['saya', 'boleh', 'ikut', 'masuk', 'kakak']","['masuk', 'kakak']"
386,@virginiaagst dm ya kak,@virginiaagst dm ya kak,dm ya kak,"['dm', 'ya', 'kak']","['pesan', 'ya', 'kakak']","['pesan', 'kakak']"
387,Miin koo saya gabisa buat tanggal sesuai jadwal ya cuma pas saya perbarui tanggal lain yang tidak sesuai jadwal kontrak itu bisa mohon bantuannya min😭,miin koo saya gabisa buat tanggal sesuai jadwal ya cuma pas saya perbarui tanggal lain yang tidak sesuai jadwal kontrak itu bisa mohon bantuannya min😭,miin koo saya gabisa buat tanggal sesuai jadwal ya cuma pas saya perbarui tanggal lain yang tidak sesuai jadwal kontrak itu bisa mohon bantuannya min,"['miin', 'koo', 'saya', 'gabisa', 'buat', 'tanggal', 'sesuai', 'jadwal', 'ya', 'cuma', 'pas', 'saya', 'perbarui', 'tanggal', 'lain', 'yang', 'tidak', 'sesuai', 'jadwal', 'kontrak', 'itu', 'bisa', 'mohon', 'bantuannya', 'min']","['miin', 'koo', 'saya', 'gabisa', 'buat', 'tanggal', 'sesuai', 'jadwal', 'ya', 'cuma', 'saat', 'saya', 'perbarui', 'tanggal', 'lain', 'yang', 'tidak', 'sesuai', 'jadwal', 'kontrak', 'itu', 'bisa', 'mohon', 'bantuannya', 'min']","['miin', 'koo', 'gabisa', 'tanggal', 'sesuai', 'jadwal', 'perbarui', 'tanggal', 'sesuai', 'jadwal', 'kontrak', 'mohon', 'bantuannya', 'min']"
388,"Selamat malam kak, mohon maaf mengganggu. Saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia. Saya harap mendapatkan link baru, soalnya sudah dekat tanggal 5. Terima kasih.","selamat malam kak, mohon maaf mengganggu. saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia. saya harap mendapatkan link baru, soalnya sudah dekat tanggal 5. terima kasih.",selamat malam kak mohon maaf mengganggu saya mau membuka link format surat pernyataan tanggung jawab mutlak mahasiswa tetapi isinya susah dihapus dan tidak tersedia saya harap mendapatkan link baru soalnya sudah dekat tanggal terima kasih,"['selamat', 'malam', 'kak', 'mohon', 'maaf', 'mengganggu', 'saya', 'mau', 'membuka', 'link', 'format', 'surat', 'pernyataan', 'tanggung', 'jawab', 'mutlak', 'mahasiswa', 'tetapi', 'isinya', 'susah', 'dihapus', 'dan', 'tidak', 'tersedia', 'saya', 'harap', 'mendapatkan', 'link', 'baru', 'soalnya', 'sudah', 'dekat', 'tanggal', 'terima', 'kasih']","['selamat', 'malam', 'kakak', 'mohon', 'maaf', 'mengganggu', 'saya', 'mau', 'membuka', 'link', 'format', 'surat', 'pernyataan', 'tanggung', 'jawab', 'mutlak', 'mahasiswa', 'tetapi', 'isinya', 'susah', 'dihapus', 'dan', 'tidak', 'tersedia', 'saya', 'harap', 'mendapatkan', 'link', 'baru', 'soalnya', 'sudah', 'dekat', 'tanggal', 'terima', 'kasih']","['selamat', 'malam', 'kakak', 'mohon', 'maaf', 'mengganggu', 'membuka', 'link', 'format', 'surat', 'pernyataan', 'tanggung', 'mutlak', 'mahasiswa', 'isinya', 'susah', 'dihapus', 'tersedia', 'harap', 'link', 'tanggal', 'terima', 'kasih']"
389,"@rizkanamira halo ka, aku boleh join ngga?","@rizkanamira halo ka, aku boleh join ngga?",halo ka aku boleh join ngga,"['halo', 'ka', 'aku', 'boleh', 'join', 'ngga']","['halo', 'kakak', 'aku', 'boleh', 'gabung', 'tidak']","['halo', 'kakak', 'gabung']"
390,@hi_naell dm ya ka,@hi_naell dm ya ka,dm ya ka,"['dm', 'ya', 'ka']","['pesan', 'ya', 'kakak']","['pesan', 'kakak']"
391,@virginiaagst boleh kak,@virginiaagst boleh kak,boleh kak,"['boleh', 'kak']","['boleh', 'kakak']",['kakak']
392,"@esihtheamean halo, kak. Aku juga lolos, nihh. Aku boleh join grupnya, ga kak? Kalo boleh, nanti aku DM kakak","@esihtheamean halo, kak. aku juga lolos, nihh. aku boleh join grupnya, ga kak? kalo boleh, nanti aku dm kakak",halo kak aku juga lolos nihh aku boleh join grupnya ga kak kalo boleh nanti aku dm kakak,"['halo', 'kak', 'aku', 'juga', 'lolos', 'nihh', 'aku', 'boleh', 'join', 'grupnya', 'ga', 'kak', 'kalo', 'boleh', 'nanti', 'aku', 'dm', 'kakak']","['halo', 'kakak', 'aku', 'juga', 'lolos', 'nihh', 'aku', 'boleh', 'gabung', 'grupnya', 'tidak', 'kakak', 'kalo', 'boleh', 'nanti', 'aku', 'pesan', 'kakak']","['halo', 'kakak', 'lolos', 'nihh', 'gabung', 'grupnya', 'kakak', 'pesan', 'kakak']"
393,@im.ursun boleh kak,@im.ursun boleh kak,boleh kak,"['boleh', 'kak']","['boleh', 'kakak']",['kakak']
